"person_id","Name","birth_year","death_year","ceda_id","Target","first_year","last_year"
1888,Thomas James Smith,"1,827","1,896",4,ASL,1864,1871
1890,William Smith,NA,NA,4,ASL,1864,1866
1891,William Nugent Smith,NA,NA,4,ASL,1863,1869
1892,Worthington George Smith,"1,835","1,917",4,ASL,1865,1871
1893,Sydney James Smithers,NA,NA,4,ASL,1868,1869
1894,Brice Smyth,"1,838","1,922",4,ASL,1864,1871
1895,James Smyth,NA,NA,4,ASL,1866,1866
1896,John E Smyth,NA,NA,4,ASL,1867,1868
1897,John jun Smyth,NA,NA,4,ASL,1864,1864
1899,Frederick Snaith,NA,"1,869",4,ASL,1867,1869
1900,George Blagrove Snell,NA,NA,4,ASL,1863,1867
1901,William Parker Snow,"1,817","1,895",4,ASL,1863,1868
1902,Samuel Solly,"1,805","1,871",4,ASL,1864,1866
1905,Philip Southby,"1,843","1,908",4,ASL,1867,1871
1908,James Bertram Sparhawk,NA,NA,4,ASL,1868,1869
1909,Henry King Spark,"1,824","1,899",4,ASL,1864,1871
1912,Peter Spence,"1,806","1,883",4,ASL,1864,1866
1913,W H Spence,NA,NA,4,ASL,1865,1865
1915,R J Spencer,NA,NA,4,ASL,1867,1869
1916,William Henry Spencer,NA,NA,4,ASL,1863,1867
1918,Edward Spooner,"1,821","1,899",4,ASL,1864,1869
1920,T B Sprague,"1,830","1,920",4,ASL,1865,1871
1922,Francis R Spry,"1,834","1,913",4,ASL,1864,1867
1923,Flaxman Spurrell,NA,NA,4,ASL,1867,1869
1924,Ephraim George Squier,"1,821","1,888",4,ASL,1865,1871
1926,George St Clair,"1,836","1,908",4,ASL,1863,1871
1931,Spencer St John,"1,825","1,910",4,ASL,1863,1871
1935,Edward Stamp,"1,814","1,872",4,ASL,1865,1871
1936,William Edward Stanbridge,"1,821","1,894",4,ASL,1863,1871
1937,John Stanley,"1,827","1,903",4,ASL,1865,1870
1938,Thomas C Stanley,NA,NA,4,ASL,1868,1869
1939,John Stanton,NA,NA,4,ASL,1865,1867
1941,A B Stark,NA,NA,4,ASL,1867,1869
1943,Japetus Steenstrup,"1,813","1,897",4,ASL,1863,1871
1945,Carl (Karl) Steinhauer,"1,801","1,902",4,ASL,1863,1871
1946,Charles Stenning,NA,NA,4,ASL,1863,1871
1947,William Frederick Cowell Stepney,"1,821","1,872",4,ASL,1867,1871
1948,Joseph Stevens,NA,NA,4,ASL,1865,1869
1950,John Stevenson,"1,836","1,865",4,ASL,1863,1865
1951,A A Stewart,NA,NA,4,ASL,1868,1869
1954,W S Stewart,NA,NA,4,ASL,1866,1867
1955,John Stirling,"1,828","1,870",4,ASL,1866,1870
1957,David Henry Stone,"1,812","1,890",4,ASL,1864,1871
1958,Robert Sidney Stone,"1,841",NA,4,ASL,1865,1869
1959,William Storey,NA,NA,4,ASL,1870,1871
1960,William Story,"1,816","1,882",4,ASL,1865,1871
1961,John Marmaduke Stourton,"1,847","1,899",4,ASL,1867,1871
1962,John Strachan,NA,NA,4,ASL,1863,1867
1964,S Stratford,NA,NA,4,ASL,1866,1871
1965,James Strathern,NA,NA,4,ASL,1868,1871
1968,Andrew Struthers,NA,NA,4,ASL,1868,1871
1970,John William Studart,NA,NA,4,ASL,1865,1871
1971,Edward Sturman,NA,NA,4,ASL,1863,1865
1974,Peter Cormac Sutherland,"1,822","1,900",4,ASL,1867,1871
1979,Cornelis Swaving,"1,814","1,881",4,ASL,1869,1871
1980,Horace Swete,"1,825",NA,4,ASL,1869,1871
1982,Algernon Charles Swinburne,"1,837","1,909",4,ASL,1865,1871
1984,David Sydenham,NA,NA,4,ASL,1865,1867
1987,J A Symonds,"1,807","1,871",4,ASL,1865,1869
1988,William Samuel Symonds,"1,818","1,887",4,ASL,1864,1871
1989,Francis Tagart,NA,NA,4,ASL,1870,1871
1990,G M Tagore,"1,826","1,890",4,ASL,1863,1864
1991,Lawson Tait,"1,845","1,899",4,ASL,1868,1870
1996,Alexander Norman Tate,"1,837","1,892",4,ASL,1864,1867
1997,George Tate,"1,805","1,871",4,ASL,1863,1871
1998,George Ralph Tate,"1,835","1,874",4,ASL,1865,1866
1999,Ralph (1) Tate,"1,840","1,901",4,ASL,1865,1867
2000,Thomas (1) Tate,"1,807",NA,4,ASL,1863,1869
2001,Thomas (2) Tate,"1,807","1,888",4,ASL,1866,1867
2002,Thomas R Tatham,NA,"1,870",4,ASL,1867,1870
2004,E B Tawney,"1,840","1,882",4,ASL,1865,1869
2005,John Taylor,"1,833","1,912",4,ASL,1866,1869
2006,John George Taylor,NA,NA,4,ASL,1867,1871
2008,Richard Stephens jnr Taylor,"1,843","1,928",4,ASL,1869,1870
2009,W Taylor,NA,NA,4,ASL,1864,1868
2011,W E Taylor,NA,NA,4,ASL,1863,1864
2013,Edward Tenison Ryan Tenison,NA,"1,904",4,ASL,1863,1871
2016,Frederick Theed,"1,814","1,880",4,ASL,1867,1867
2017,"William, Jun Theobald","1,829","1,908",4,ASL,1866,1871
2018,Robert Thin,"1,843","1,867",4,ASL,1864,1867
2019,Connop Thirlwall,"1,797","1,875",4,ASL,1864,1871
2020,J L Thomas,NA,NA,4,ASL,1867,1867
2021,Alfred Robert Thompson,NA,NA,4,ASL,1866,1869
2023,Frederick Thompson,NA,"1,885",4,ASL,1864,1871
2024,George C Thompson,NA,NA,4,ASL,1866,1870
2025,Joseph Thompson,NA,NA,4,ASL,1864,1866
2028,Christian JÃ¼rgensen Thomsen,"1,788","1,865",4,ASL,1863,1865
2036,J  T Thresh,NA,NA,4,ASL,1869,1871
2039,John Thurnam,"1,810","1,873",4,ASL,1863,1870
2042,Samuel Timmins,"1,826","1,902",4,ASL,1865,1871
2045,E Tinsley,NA,"1,866",4,ASL,1864,1866
2046,John Tolhurst,NA,NA,4,ASL,1867,1871
2051,Albert Tootal,"1,838","1,893",4,ASL,1867,1871
2053,John Towers,NA,NA,4,ASL,1866,1866
2055,Frederick Travers,"1,808","1,876",4,ASL,1863,1871
2056,S  Smith Travers,"1,826","1,888",4,ASL,1864,1865
2057,William Travers,"1,838",NA,4,ASL,1863,1869
2059,Arthur Trevelyan,NA,"1,880",4,ASL,1863,1871
2060,Edward Andrew Trevor,"1,839","1,886",4,ASL,1865,1868
2063,Nicolas Trubner,"1,817","1,884",4,ASL,1863,1871
2065,Gregory Tschurowsky,"1,804","1,884",4,ASL,1868,1871
2066,Charles jun Tuckett,NA,"1,875",4,ASL,1864,1871
2069,Arthur Chilver Tupper,"1,816","1,876",4,ASL,1865,1867
2070,James Turle,"1,832","1,905",4,ASL,1864,1864
2073,William F J Turner,"1,831","1,894",4,ASL,1867,1869
2075,Arthur Turrell,"1,846","1,898",4,ASL,1868,1869
2078,H K Twyford,NA,NA,4,ASL,1865,1868
2081,Carl Wilhelm Ferdinand Uhde,"1,813","1,885",4,ASL,1863,1871
2083,John Underwood,NA,NA,4,ASL,1865,1871
2084,x University Library,NA,NA,4,ASL,1866,1871
2085,Herbert Taylor Ussher,"1,836","1,880",4,ASL,1865,1869
2087,Arthur Vacher,NA,NA,4,ASL,1865,1865
2088,J J C Valpy,"1,828",NA,4,ASL,1863,1863
2089,Armenius Vambery,"1,832","1,913",4,ASL,1867,1871
2092,William Sandys Wright Vaux,"1,818","1,885",4,ASL,1863,1871
2093,Gonzalez Velasco,"1,815","1,882",4,ASL,1865,1871
2094,George Venables Vernon,NA,"1,878",4,ASL,1863,1871
2095,Paul Vibraye,"1,809","1,878",4,ASL,1863,1871
2096,Henry Vignaud,"1,830","1,922",4,ASL,1865,1871
2097,Edouard J Villin,"1,832","1,922",4,ASL,1866,1869
2098,Rudolph Virchow,"1,821","1,902",4,ASL,1868,1871
2099,Julio Vizcarrondi,NA,NA,4,ASL,1867,1871
2100,Carl Vogt,"1,817","1,895",4,ASL,1863,1871
2102,Thomas Francis Wade,"1,818","1,895",4,ASL,1865,1871
2103,Rudolph Wagner,"1,805","1,864",4,ASL,1863,1864
2105,Theodore Waitz,"1,821","1,864",4,ASL,1863,1864
2106,Alfred Wake,NA,NA,4,ASL,1870,1870
2108,E T Wakefield,NA,NA,4,ASL,1865,1868
2110,Cornelius Walford,"1,827","1,885",4,ASL,1866,1871
2111,Alexander Walker,"1,824",NA,4,ASL,1866,1869
2112,Alexander Macnamee Walker,NA,NA,4,ASL,1867,1869
2113,Charles Pyndar Beauchamp Walker,"1,817","1,894",4,ASL,1865,1871
2114,Edmund Walker,NA,NA,4,ASL,1865,1867
2115,George Walker,NA,NA,4,ASL,1867,1868
2118,Robert Walker,"1,823","1,894",4,ASL,1863,1869
2122,Joshua Walmsley,"1,819",NA,4,ASL,1867,1871
2124,H C Walton,"1,841","1,872",4,ASL,1865,1867
2125,J W Walton,"1,818","1,867",4,ASL,1863,1867
2126,Rienzi G Walton,"1,842","1,900",4,ASL,1865,1867
2127,James Alfred Wanklyn,"1,834","1,906",4,ASL,1865,1869
2128,Charles Augustus Ward,NA,NA,4,ASL,1863,1864
2130,Charles Warden,NA,NA,4,ASL,1867,1870
2131,J  William Warden,NA,NA,4,ASL,1865,1869
2133,James J Waring,NA,NA,4,ASL,1867,1871
2137,Richard Archer Warwick,NA,NA,4,ASL,1863,1866
2138,Buchanan Washbourn,NA,NA,4,ASL,1863,1869
2139,Ottiwell Charles Waterfield,"1,831","1,898",4,ASL,1864,1871
2141,John Waterhouse,NA,NA,4,ASL,1866,1866
2142,Samuel Watson,NA,NA,4,ASL,1863,1871
2143,Robert Watt,NA,NA,4,ASL,1869,1871
2144,John King Watts,"1,808","1,884",4,ASL,1863,1865
2146,Stephen Webb,NA,NA,4,ASL,1867,1869
2147,T W Webb,NA,NA,4,ASL,1867,1871
2149,Henry Webster,NA,NA,4,ASL,1866,1867
2151,Augustin Weisbach,"1,837","1,914",4,ASL,1869,1871
2152,Hermann Welcker,"1,822","1,897",4,ASL,1863,1871
2156,Francis Alex (Frank) Wenham,NA,NA,4,ASL,1867,1867
2157,William Henry Wesley,"1,841","1,922",4,ASL,1865,1868
2159,Hodder Michael Westropp,"1,820","1,885",4,ASL,1863,1871
2160,Champion Wetton,NA,NA,4,ASL,1865,1867
2161,J R Wevill,NA,NA,4,ASL,1866,1869
2168,William Whitear,"1,807","1,891",4,ASL,1863,1864
2169,John B Whitehead,NA,NA,4,ASL,1863,1868
2170,Peter O Whitehead,"1,835",NA,4,ASL,1863,1869
2171,Thomas K Whitehead,NA,NA,4,ASL,1863,1868
2172,Henry Whitfeld,NA,NA,4,ASL,1865,1866
2175,Henry William Wickes,NA,NA,4,ASL,1863,1869
2176,Thomas Haines Wickes,"1,840","1,899",4,ASL,1864,1869
2177,x Wienecke,NA,NA,4,ASL,1863,1871
2181,Augustus S Wilkins,"1,843","1,905",4,ASL,1863,1864
2185,Thomas Wilkinson,NA,NA,4,ASL,1866,1869
2186,William Martin Wilkinson,"1,814","1,897",4,ASL,1865,1869
2187,Charles R Williams,NA,NA,4,ASL,1866,1869
2188,Eric Williams,NA,NA,4,ASL,1863,1869
2189,Frederick Martin Williams,"1,830","1,878",4,ASL,1867,1871
2190,George Williams,NA,NA,4,ASL,1866,1868
2191,Henry Williams,NA,NA,4,ASL,1870,1871
2192,Henry G Williams,NA,NA,4,ASL,1867,1869
2193,John (1) Williams,NA,NA,4,ASL,1867,1871
2195,John Wilkins Williams,NA,NA,4,ASL,1867,1871
2196,S W D Williams,NA,NA,4,ASL,1865,1866
2197,Thomas Williams,"1,818","1,865",4,ASL,1864,1865
2199,Matthew Willis,"1,828","1,871",4,ASL,1867,1869
2200,J E  Eardley Wilmot,"1,810","1,892",4,ASL,1866,1869
2202,Alfred Henry Wilson,NA,NA,4,ASL,1866,1871
2203,Andrew Wilson,NA,NA,4,ASL,1865,1869
2204,Daniel Wilson,"1,816","1,892",4,ASL,1863,1871
2206,Frank Wilson,NA,NA,4,ASL,1866,1871
2207,J  Spotswood Wilson,NA,NA,4,ASL,1863,1871
2208,James Wilson,NA,NA,4,ASL,1865,1865
2209,John Leigh Wilson,"1,837","1,886",4,ASL,1867,1869
2210,R Wilson,NA,NA,4,ASL,1865,1869
2211,William Wilson,"1,785","1,868",4,ASL,1865,1866
2212,William Newton Wilson,NA,NA,4,ASL,1864,1867
2213,Alfred Wiltshire,"1,839","1,886",4,ASL,1868,1871
2214,William Smith Windham,NA,NA,4,ASL,1866,1871
2215,Alfred Tubb Windus,NA,NA,4,ASL,1864,1869
2216,Benjamin Robert Winthrop,"1,804","1,879",4,ASL,1868,1871
2218,Thomas Alexander Wise,"1,801","1,889",4,ASL,1866,1871
2219,George Witt,"1,804","1,869",4,ASL,1863,1866
2220,von Wittich,"1,826","1,897",4,ASL,1864,1866
2221,James Wodderspoon,NA,NA,4,ASL,1869,1871
2222,Francis George Cornelius Wolber,NA,NA,4,ASL,1868,1871
2224,George Wollaston,NA,NA,4,ASL,1864,1865
2225,Edward Wood,"1,810","1,892",4,ASL,1866,1871
2226,F  Henry Wood,"1,812","1,886",4,ASL,1863,1867
2227,J W Wood,NA,NA,4,ASL,1868,1869
2229,John George Wood,NA,NA,4,ASL,1868,1871
2230,Robert Wood,NA,"1,877",4,ASL,1865,1870
2233,William Spicer Wood,NA,"1,902",4,ASL,1863,1871
2234,Charles H L Woodd,NA,"1,893",4,ASL,1863,1870
2235,Robert Carr Woods,"1,816","1,875",4,ASL,1863,1871
2237,Jens Jacob Asmussen Worsaae,"1,821","1,885",4,ASL,1863,1871
2239,William Wray,"1,830","1,871",4,ASL,1870,1871
2240,Frank Wrentmore,NA,NA,4,ASL,1865,1869
2243,Robert Wright,NA,NA,4,ASL,1870,1870
2244,Thomas Wright,"1,810","1,877",4,ASL,1863,1871
2245,William Cort Wright,NA,NA,4,ASL,1863,1865
2246,Otto Wucherer,"1,820","1,873",4,ASL,1867,1869
2249,Andrew Wyley,NA,NA,4,ASL,1866,1867
2250,Jeffries Wyman,"1,814","1,874",4,ASL,1867,1871
2254,Stephen Yeldham,"1,810","1,896",4,ASL,1866,1869
2255,James A Youl,"1,811","1,904",4,ASL,1864,1865
2258,Robert Younge,"1,801","1,874",4,ASL,1865,1871
2259,Arthur de Zeltner,NA,NA,4,ASL,1866,1871
2260,x Zohrab,NA,NA,4,ASL,1867,1871
4,H R Adam,NA,NA,6,AI,1870,1871
8,William (2) Adams,"1,820","1,900",6,AI,1858,1871
12,Louis Agassiz,"1,807","1,873",6,AI,1860,1871
18,Alexander Muirhead Aitken,NA,NA,6,AI,1864,1871
33,William Amhurst Tyssen Amhurst,"1,835","1,909",6,AI,1862,1871
42,x Antrim,"1,851","1,918",6,AI,1871,1871
43,William Appleyard,NA,NA,6,AI,1854,1871
44,William Arbuthnot,NA,NA,6,AI,1868,1871
48,William Armitage,"1,815","1,903",6,AI,1864,1871
51,William Armstrong,"1,810","1,900",6,AI,1865,1871
53,Richard Arnold,"1,808","1,876",6,AI,1866,1871
54,William Arthur,"1,819","1,901",6,AI,1865,1870
57,Charles Frederick Ash,NA,NA,6,AI,1864,1871
60,William Henry Ashurst,"1,819","1,879",6,AI,1863,1871
65,Charles Atkins,NA,NA,6,AI,1868,1871
68,George Atkinson,NA,NA,6,AI,1869,1871
78,Charles Cardale Babington,"1,808","1,895",6,AI,1864,1871
80,Edward Backhouse,"1,808","1,879",6,AI,1870,1871
82,Carl Ernst von Baer,"1,792","1,876",6,AI,1861,1871
84,Walter ('Badgett') Bagehot,"1,826","1,877",6,AI,1865,1871
90,James Bain,"1,818","1,898",6,AI,1865,1871
94,John Baker,"1,813","1,872",6,AI,1861,1871
95,Samuel C Baker,"1,821","1,893",6,AI,1866,1871
96,William Bailey Baker,"1,828","1,865",6,AI,1858,1871
98,George Balfour,"1,809","1,894",6,AI,1865,1871
108,John  Wheeldon Barnes,"1,825","1,893",6,AI,1870,1871
112,William Roby Barr,"1,832",NA,6,AI,1863,1871
113,Thomas Squire Barrett,NA,NA,6,AI,1865,1871
114,George William Barrington,"1,824","1,886",6,AI,1865,1871
116,William Edward Bartlett,"1,836","1,908",6,AI,1864,1871
118,John Stothert Bartrum,"1,817","1,904",6,AI,1865,1871
126,William Battye,NA,NA,6,AI,1867,1871
145,Hermann Beigel,"1,830","1,879",6,AI,1865,1871
154,William Abraham Bell,"1,841","1,921",6,AI,1869,1871
155,Edward Bellamy,"1,837","1,889",6,AI,1865,1871
156,Henry Walter Bellew,"1,834","1,892",6,AI,1870,1871
161,Thomas Bendyshe,"1,827","1,886",6,AI,1863,1871
163,Charles Bennett,NA,NA,6,AI,1867,1871
171,George Bertram,NA,NA,6,AI,1864,1871
178,John Bilderbeck,NA,NA,6,AI,1866,1871
185,James Bischoff,NA,NA,6,AI,1865,1871
187,Andrew Black,"1,851","1,916",6,AI,1870,1871
190,William Blackmore,"1,827","1,878",6,AI,1866,1871
195,Henry Jules Blanc,NA,NA,6,AI,1866,1871
205,Henry George Bohn,"1,796","1,884",6,AI,1861,1871
209,William Bollaert,"1,807","1,876",6,AI,1862,1870
210,Louis Lucien Bonaparte,"1,813","1,891",6,AI,1862,1871
212,George Bonavia,"1,818","1,901",6,AI,1870,1871
219,James Bonsor,NA,"1,881",6,AI,1869,1871
220,James Bonwick,"1,817","1,906",6,AI,1869,1871
223,Cunningham Borthwick,"1,813","1,885",6,AI,1865,1871
232,Sydney Edward Bouverie Bouverie-Pusey,"1,839","1,911",6,AI,1863,1871
242,Jacob Boys,"1,796","1,884",6,AI,1863,1871
243,Edward William Brabrook,"1,839","1,930",6,AI,1864,1871
244,Frederick Braby,"1,830","1,911",6,AI,1865,1871
245,Charles Holt Bracebridge,"1,799","1,872",6,AI,1844,1871
249,Antonio Brady,"1,811","1,881",6,AI,1864,1871
251,P A Brady,NA,NA,6,AI,1867,1871
252,William Bragge,"1,823","1,884",6,AI,1870,1871
258,A C Brebner,NA,"1,873",6,AI,1867,1871
259,James Brebner,"1,793","1,874",6,AI,1863,1871
261,Charles Brett,NA,"1,878",6,AI,1865,1871
265,John Briggs,"1,785","1,875",6,AI,1845,1871
266,Lindsay Brine,"1,834","1,906",6,AI,1869,1871
282,Charles Cornish Brown,"1,846","1,875",6,AI,1871,1871
287,James Roberts Brown,NA,NA,6,AI,1864,1871
289,John Allen Brown,"1,831","1,903",6,AI,1865,1871
293,Thomas Henry Browne,NA,NA,6,AI,1867,1871
297,George Bryant,NA,NA,6,AI,1867,1871
303,William Bull,"1,828","1,902",6,AI,1867,1871
313,Luke Burke,NA,"1,885",6,AI,1861,1864
318,George Busk,"1,807","1,886",6,AI,1863,1871
319,William John Busteed,"1,836","1,914",6,AI,1867,1871
320,Henry Butler,"1,838",NA,6,AI,1864,1871
321,James Butler,NA,NA,6,AI,1867,1871
328,Benjamin Bond Cabbell,"1,782","1,874",6,AI,1864,1871
332,John Calman,NA,NA,6,AI,1870,1871
337,Archibald Campbell,"1,805","1,874",6,AI,1866,1871
338,Francis Campbell,"1,798","1,877",6,AI,1866,1871
339,George (1) Campbell,"1,824","1,892",6,AI,1869,1870
343,James Campbell,NA,NA,6,AI,1864,1871
347,T A Campbell,NA,NA,6,AI,1868,1871
348,Walter Campbell,NA,NA,6,AI,1870,1871
350,William Camps,NA,"1,887",6,AI,1845,1871
354,Charles Napoleon de Cardi,"1,844","1,906",6,AI,1868,1871
355,William D Carey,"1,837","1,917",6,AI,1865,1871
356,John Burford Carlill,"1,814","1,874",6,AI,1867,1871
362,Samuel Cartwright,"1,789","1,864",6,AI,1863,1871
370,George Catlin,"1,796","1,872",6,AI,1866,1871
372,John Cavafy,"1,838","1,901",6,AI,1865,1871
377,John Henry Challis,"1,806","1,880",6,AI,1865,1871
378,William Chamberlin,NA,NA,6,AI,1863,1871
379,Charles Harcourt Chambers,"1,826","1,876",6,AI,1863,1871
381,William Chambers,"1,809","1,882",6,AI,1864,1871
383,Frank Chance,"1,825","1,897",6,AI,1863,1871
385,Edward Charlesworth,"1,813","1,893",6,AI,1866,1871
387,William Charlton,"1,814","1,880",6,AI,1865,1871
393,William Dinsdale Child,NA,"1,879",6,AI,1844,1871
396,Samuel Chinnery,"1,828",NA,6,AI,1865,1871
397,William Nathan Chipperfield,"1,822","1,873",6,AI,1865,1871
399,T J Cholmondeley,"1,818","1,883",6,AI,1868,1871
413,Hyde Clarke,"1,815","1,895",6,AI,1864,1867
415,Robert Clarke,NA,NA,6,AI,1862,1871
417,William Aloysius Clavering,"1,800","1,872",6,AI,1861,1871
420,John (1) Cleghorn,NA,NA,6,AI,1869,1871
425,H Clerk,NA,NA,6,AI,1864,1871
438,John Colam,"1,827","1,910",6,AI,1870,1871
440,Henry Cole,"1,808","1,882",6,AI,1864,1871
443,Vicat Cole,"1,833","1,893",6,AI,1865,1871
446,John Sherrard Coleman,"1,828","1,905",6,AI,1854,1871
452,John Frederick Collingwood,"1,830","1,923",6,AI,1863,1871
454,W W Collins,NA,"1,880",6,AI,1862,1871
455,John (1) Collinson,"1,842","1,922",6,AI,1866,1871
460,Moncure Daniel Conway,"1,832","1,907",6,AI,1869,1871
462,William Fothergill Cooke,"1,806","1,879",6,AI,1864,1871
464,Daniel Cooper,"1,821","1,902",6,AI,1863,1871
465,Frederick Cooper,NA,NA,6,AI,1866,1871
470,William C Copperthwaite,"1,809","1,890",6,AI,1867,1871
471,Tullie Cornthwaite,"1,807",NA,6,AI,1846,1871
473,Frederick William Cosens,"1,819","1,889",6,AI,1864,1871
477,Samuel Courtauld,"1,793","1,881",6,AI,1864,1871
481,Henry Augustus Cowper,NA,NA,6,AI,1866,1871
489,Tom junr Craston,NA,NA,6,AI,1868,1871
493,Oswald John Crawfurd,"1,834","1,909",6,AI,1861,1871
503,Henry Crowley,NA,"1,887",6,AI,1864,1871
506,Moore A Cuffe,NA,NA,6,AI,1870,1871
507,Richard Cull,NA,"1,892",6,AI,1845,1857
510,Richard S Cunliffe,NA,"1,879",6,AI,1855,1871
511,Alexander Cunningham,"1,814","1,893",6,AI,1869,1871
513,Edward Barrett Hodges Curteis,NA,"1,886",6,AI,1867,1871
515,John Richmond Cuthbert,NA,"1,901",6,AI,1863,1871
516,George Cutler,NA,NA,6,AI,1860,1871
517,William Barrington D'Almeida,"1,841","1,897",6,AI,1867,1871
521,x Daa,"1,809","1,877",6,AI,1866,1871
527,G  Wythes Daniell,NA,NA,6,AI,1858,1871
531,Robert Dukinfield Darbishire,"1,826","1,908",6,AI,1869,1871
535,George Russell Dartnell,"1,799","1,878",6,AI,1867,1871
536,Charles Darwin,"1,809","1,882",6,AI,1861,1871
539,Arthur Dashwood,NA,NA,6,AI,1868,1871
542,John Davidson,NA,NA,6,AI,1867,1871
545,Jesse Conway Davies,"1,822",NA,6,AI,1866,1871
546,William Davies,NA,NA,6,AI,1869,1871
553,George Henry Daw,NA,NA,6,AI,1868,1871
554,William Boyd Dawkins,"1,837","1,929",6,AI,1869,1871
555,George Dawson,"1,821","1,876",6,AI,1863,1871
566,x Derby (formerly Stanley),"1,841","1,908",6,AI,1864,1871
570,x Devonshire,"1,808","1,891",6,AI,1862,1871
572,George Dibley,NA,NA,6,AI,1864,1871
581,Charles Wentworth Dilke,"1,843","1,911",6,AI,1870,1871
582,John Dingle,"1,812","1,885",6,AI,1863,1871
587,Jacob Ludwig Dohne,"1,811","1,879",6,AI,1856,1871
594,John Langdon H Down,"1,828","1,896",6,AI,1865,1871
602,D I Drakeford,NA,NA,6,AI,1866,1871
607,John Drummond,"1,793","1,875",6,AI,1864,1871
623,Alexander Duncan,"1,819","1,887",6,AI,1868,1871
624,David Duncan,"1,839","1,923",6,AI,1870,1871
625,Francis Duncan,"1,836","1,888",6,AI,1867,1871
626,Peter Martin Duncan,"1,824","1,891",6,AI,1869,1869
628,Alfred John Dunkin,"1,812","1,879",6,AI,1868,1871
631,Robert Dunn,"1,799","1,877",6,AI,1845,1871
639,William Eassie,"1,832","1,888",6,AI,1864,1871
640,Joseph William Eastwood,"1,828","1,916",6,AI,1862,1871
643,Casper W Eddy,NA,NA,6,AI,1868,1868
646,John Edwards,NA,NA,6,AI,1870,1871
655,Walter Elliot,"1,803","1,887",6,AI,1869,1871
657,C H  Fairfax Ellis,NA,NA,6,AI,1867,1871
666,William Erle,"1,793","1,880",6,AI,1863,1871
671,Edward Bickerton Evans,"1,819","1,893",6,AI,1864,1871
672,John Evans,"1,823","1,908",6,AI,1863,1871
678,Edward John Eyre,"1,815","1,901",6,AI,1864,1871
679,William Fairbairn,"1,789","1,874",6,AI,1867,1871
684,Adam Storey Farrar,"1,826","1,905",6,AI,1870,1871
689,Frederick Fearon,"1,826",NA,6,AI,1864,1871
698,Edwin Foxton Firby,NA,NA,6,AI,1864,1871
699,Frederick Firebrace,NA,"1,917",6,AI,1864,1871
700,James Firm,NA,NA,6,AI,1854,1871
702,Robert Fischer,NA,"1,911",6,AI,1866,1871
706,Morton Coates Fisher,NA,NA,6,AI,1870,1871
710,George Fleming,"1,833","1,901",6,AI,1863,1871
716,John Wickham Flower,"1,807","1,873",6,AI,1869,1871
718,George Folsom,"1,802","1,869",6,AI,1866,1869
720,David Forbes,"1,828","1,876",6,AI,1868,1871
730,Robert Nicholas Fowler,"1,828","1,891",6,AI,1851,1871
732,Charles Henry Fox,NA,NA,6,AI,1861,1871
733,William Henry Francklyne,NA,NA,6,AI,1869,1871
734,Augustus Wollaston Franks,"1,826","1,897",6,AI,1863,1871
738,Thomas Fraser,"1,808","1,891",6,AI,1865,1871
743,William Freund,"1,806","1,894",6,AI,1853,1871
746,Danby Palmer Fry,"1,818","1,903",6,AI,1863,1864
748,A  de Fullner,NA,NA,6,AI,1866,1871
750,Albert Fytche,"1,820","1,892",6,AI,1866,1871
754,Douglas Galton,"1,822","1,899",6,AI,1861,1871
755,Francis Galton,"1,822","1,911",6,AI,1862,1871
759,C T Gardner,NA,NA,6,AI,1869,1871
760,Charles Henry Gardner,NA,"1,872",6,AI,1864,1871
761,E V Gardner,NA,NA,6,AI,1861,1871
762,Peter Gardner,NA,"1,872",6,AI,1846,1871
766,John Peter Gassiot,"1,797","1,877",6,AI,1862,1871
774,George Duncan Gibb,"1,821","1,876",6,AI,1863,1871
778,Enrico Hillyer Giglioli,"1,845","1,909",6,AI,1862,1871
780,William Gillespie,NA,"1,875",6,AI,1865,1871
786,Spyridon Glaucopides,NA,NA,6,AI,1863,1871
795,Augustus Goldsmid,"1,818","1,874",6,AI,1865,1871
802,Richard Thomas Gore,"1,799","1,881",6,AI,1860,1869
807,James Gowans,"1,821","1,890",6,AI,1866,1871
814,Ryves William Graves,NA,"1,882",6,AI,1867,1871
817,Frederick King Green,"1,842","1,915",6,AI,1869,1871
818,George Courthope Green,NA,"1,875",6,AI,1867,1871
824,William Greenwell,"1,820","1,918",6,AI,1868,1869
826,William Rathbone Greg,"1,809","1,881",6,AI,1865,1871
828,Walter Gregor,"1,825","1,897",6,AI,1863,1871
831,George Grey,"1,812","1,898",6,AI,1860,1871
832,Henry Rowland Ellison Grey,"1,834","1,909",6,AI,1861,1871
836,Lepel Griffin,"1,838","1,908",6,AI,1866,1871
842,James Oliff Griffits,"1,821",NA,6,AI,1866,1871
849,William Vernon Guise,"1,816","1,887",6,AI,1869,1871
856,James Guthrie,NA,"1,900",6,AI,1862,1871
857,Johann Franz ('Julius') Haast,"1,822","1,887",6,AI,1870,1871
864,Alexander C Hamilton,NA,NA,6,AI,1869,1871
865,Archibald Hamilton,"1,818","1,880",6,AI,1863,1871
867,Rowland Hamilton,NA,NA,6,AI,1853,1871
874,Richard Davis Hanson,"1,805","1,876",6,AI,1870,1871
876,Clarence Harcourt,NA,"1,909",6,AI,1864,1871
879,William Harding,"1,809","1,890",6,AI,1865,1871
886,Samuel Harraden,NA,NA,6,AI,1865,1871
888,Arthur B Harris,NA,NA,6,AI,1866,1871
890,James Penn Harris,"1,817","1,892",6,AI,1867,1871
